date,return
1949-03,1.500790
1949-04,0.000873
1949-05,0.244073
1949-06,-5.303163
1949-07,7.164172
1949-08,3.736486
1949-09,1.448609
1949-10,4.030289
1949-11,1.536475
1949-12,4.133920
1950-01,3.071771
1950-02,2.527646
1950-03,0.950435
1950-04,3.390970
1950-05,3.480618
1950-06,1.739915
1950-07,-7.865675
1950-08,5.780511
1950-09,3.701478
1950-10,3.890173
1950-11,-0.010834
1950-12,-0.988250
1951-01,6.318594
1951-02,3.097623
1951-03,-1.489370
1951-04,1.931472
1951-05,0.245072
1951-06,-1.139991
1951-07,2.361435
1951-08,4.960226
1951-09,2.340641
1951-10,-0.366360
1951-11,-3.006862
1951-12,3.208793
1952-01,3.835017
1952-02,-0.580562
1952-03,0.750877
1952-04,-0.173074
1952-05,0.463353
1952-06,2.858733
1952-07,2.592547
1952-08,0.880516
1952-09,-1.108684
1952-10,-1.615325
1952-11,3.662864
1952-12,4.504594
1953-01,1.368521
1953-02,-0.399052
1953-03,0.577539
1953-04,-4.471806
1953-05,0.625577
1953-06,-3.468091
1953-07,1.913709
1953-08,0.523772
1953-09,-4.106874
1953-10,3.136861
1953-11,3.093551
1953-12,1.840136
1954-01,3.026134
1954-02,2.678492
1954-03,2.584550
1954-04,4.838149
1954-05,4.032338
1954-06,1.221139
1954-07,4.459217
1954-08,2.396097
1954-09,3.124985
1954-10,2.716834
1954-11,4.308232
1954-12,5.352236
1955-01,2.170115
1955-02,3.706304
1955-03,-0.434901
1955-04,3.808979
1955-05,-0.077977
1955-06,6.145833
1955-07,7.245948
1955-08,-0.296063
1955-09,4.430039
1955-10,-4.723600
1955-11,7.067468
1955-12,1.616168
1956-01,-2.382264
1956-02,0.955077
1956-03,7.211719
1956-04,1.109588
1956-05,-3.194304
1956-06,-0.991241
1956-07,4.979359
1956-08,0.082819
1956-09,-3.440246
1956-10,-1.319678
1956-11,-0.718474
1956-12,1.434034
1957-01,-1.863216
1957-02,-4.342964
1957-03,1.254352
1957-04,2.276131
1957-05,3.788192
1957-06,1.591356
1957-07,1.600733
1957-08,-5.203394
1957-09,-3.737638
1957-10,-5.894725
1957-11,-2.144196
1957-12,0.320116
1958-01,1.611751
1958-02,0.700525
1958-03,1.706362
1958-04,0.544710
1958-05,3.555214
1958-06,2.732647
1958-07,2.715347
1958-08,4.414348
1958-09,2.943746
1958-10,4.360136
1958-11,2.971034
1958-12,2.516999
1959-01,3.896226
1959-02,-0.922387
1959-03,2.807194
1959-04,1.585913
1959-05,1.766394
1959-06,-0.946865
1959-07,3.871599
1959-08,-0.317580
1959-09,-4.030962
1959-10,-0.163021
1959-11,0.670077
1959-12,3.464092
1960-01,-1.144359
1960-02,-3.931857
1960-03,-1.072666
1960-04,1.240422
1960-05,-0.624040
1960-06,3.637278
1960-07,-2.196123
1960-08,1.490867
1960-09,-2.720757
1960-10,-2.333871
1960-11,3.540852
1960-12,2.690644
1961-01,5.426448
1961-02,4.373651
1961-03,3.396601
1961-04,2.919006
1961-05,1.263355
1961-06,-1.080201
1961-07,-0.693578
1961-08,4.187109
1961-09,-0.872416
1961-10,1.345525
1961-11,4.774510
1961-12,1.165354
1962-01,-3.486355
1962-02,1.571728
1962-03,0.341783
1962-04,-3.265529
1962-05,-7.184260
1962-06,-11.411864
1962-07,2.379353
1962-08,3.024008
1962-09,-0.919389
1962-10,-2.853927
1962-11,7.203331
1962-12,4.626083
1963-01,4.147599
1963-02,1.596389
1963-03,-0.434970
1963-04,4.980289
1963-05,2.271588
1963-06,-0.108901
1963-07,-1.543248
1963-08,3.031546
1963-09,2.894008
1963-10,0.176247
1963-11,-0.303908
1963-12,2.064655
1964-01,3.332060
1964-02,1.481723
1964-03,2.072835
1964-04,1.694868
1964-05,1.222097
1964-06,-0.670398
1964-07,3.628824
1964-08,-0.905031
1964-09,1.639610
1964-10,1.972186
1964-11,0.615390
1964-12,-1.488374
1965-01,2.822442
1965-02,0.976673
1965-03,0.016610
1965-04,1.236123
1965-05,1.734493
1965-06,-5.109884
1965-07,0.104526
1965-08,2.120218
1965-09,3.597718
1965-10,2.175355
1965-11,1.077798
1965-12,-0.523609
1966-01,1.982267
1966-02,-1.050954
1966-03,-4.160039
1966-04,2.682752
1966-05,-5.006065
1966-06,-0.864844
1966-07,-0.287420
1966-08,-6.343859
1966-09,-3.222773
1966-10,-1.169591
1966-11,5.315341
1966-12,0.715109
1967-01,4.131317
1967-02,3.731005
1967-03,2.323677
1967-04,1.684336
1967-05,1.750278
1967-06,-1.289150
1967-07,1.687656
1967-08,1.548213
1967-09,1.351953
1967-10,-0.199610
1967-11,-3.169066
1967-12,2.807570
1968-01,-0.603027
1968-02,-4.536056
1968-03,-1.845312
1968-04,7.350001
1968-05,2.261582
1968-06,2.348503
1968-07,-0.523325
1968-08,-2.213004
1968-09,3.213920
1968-10,2.136300
1968-11,1.499290
1968-12,1.001056
1969-01,-4.254057
1969-02,-0.795076
1969-03,-2.728100
1969-04,1.711593
1969-05,3.229934
1969-06,-5.489809
1969-07,-4.725398
1969-08,-0.822039
1969-09,0.357877
1969-10,0.803298
1969-11,0.459101
1969-12,-5.531032
1970-01,-0.851720
1970-02,-3.705278
1970-03,1.478485
1970-04,-3.505196
1970-05,-11.428749
1970-06,-0.783599
1970-07,0.007421
1970-08,3.256149
1970-09,5.779197
1970-10,1.967580
1970-11,-0.300971
1970-12,6.618224
1971-01,4.109754
1971-02,3.889148
1971-03,2.573905
1971-04,3.415046
1971-05,-1.598923
1971-06,-2.323251
1971-07,-0.707803
1971-08,-1.758775
1971-09,2.486117
1971-10,-2.104182
1971-11,-4.372095
1971-12,6.641528
1972-01,4.422540
1972-02,1.592596
1972-03,2.371740
1972-04,1.014901
1972-05,-1.014408
1972-06,0.275048
1972-07,-0.978524
1972-08,3.536840
1972-09,-1.444865
1972-10,-0.055590
1972-11,5.007736
1972-12,2.072469
1973-01,0.752769
1973-02,-4.000704
1973-03,-2.256227
1973-04,-2.308911
